Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121
7461,6347,6147,6670,7508,8743,10120,10910,12614,13702,15327,16972,18077,20077,21458,23290,24680,26462,28165,30228,32160,33745,35553,37372,39549,41432,43472,45762,47900,49315,51417,53266,55652,57635,59537,61147,62999,65115,66495,68986,70901,72342,74404,75282,77474,79237,80958,82419,82986,85016,86657,87691,89164,90673,91633,93144,94695,95848,96185,97849,98888,100069,100617,101397,102305,103217,103897,103961,105527,106003,106872,107939,108058,109236,109677,110289,110989,110661,111772,111848,112706,113154,113499,114738,114778,115077,116044,115674,116405,116337,116707,117414,118037,117796,119046,118813,118539,119405,119422,119085,120073,119494,120620,120274,121444,121320,122217,122793,123538,123980,123271,124432,125089,125786,125513,126693,126306,128002,127342,127965
7993,6761,6425,6969,7566,8471,9571,10568,11878,12930,14193,15307,16836,18221,19421,21312,22630,24181,25687,27098,29262,30440,32591,33947,36051,37459,39249,41122,42983,44518,46445,48455,50424,51891,53823,55248,57308,59462,60963,62749,64016,66450,67427,69578,70752,72506,73875,75140,76336,77657,78841,79928,81511,82845,83421,84900,86451,86818,87517,88432,90288,90749,90875,92174,93225,93135,94154,95366,95416,96816,97208,97762,98097,99103,99349,100527,100733,101643,102528,102894,103097,103637,104332,105287,105837,105661,105675,107009,106811,107869,107467,108245,108636,109003,109393,109640,109565,109412,110232,110810,110920,110832,111274,111631,111756,112514,112999,113161,114227,115094,115638,116084,116155,117250,117530,117916,118191,118715,119007,119953
7007,5623,4783,4726,4705,4792,4912,4976,5048,5121,5071,5166,5181,5348,5417,5508,5550,5503,5748,5770,5862,5895,5992,6098,6220,6419,6394,6538,6770,6822,7059,7303,7426,7579,7974,7990,8062,8386,8548,8703,9030,8998,9167,9236,9566,9706,10037,10102,10456,10387,10477,10923,10875,10955,11041,11304,11582,11678,11560,11931,12037,11873,12048,12241,12132,12607,12497,12448,12878,12739,12999,12984,13140,13232,13401,13295,13202,13454,13691,13590,13569,13801,13707,14005,14186,13852,14015,14117,13948,14241,14345,14324,14234,14616,14694,14443,14764,14749,14610,14685,15070,14818,14680,14785,14987,15031,15192,15456,15786,15335,15446,14936,15379,15135,14642,15292,14771,15170,15252,15326
7209,5652,4949,4749,4733,4844,4969,4880,5080,5205,5096,5239,5276,5394,5449,5535,5667,5663,5670,5914,5843,5848,5910,6092,6114,6373,6437,6608,6912,7092,7043,7180,7470,7654,7671,7821,8023,8282,8636,8797,8822,8939,9269,9484,9859,9762,9984,10282,10270,10505,10687,10918,10968,11091,11157,11291,11329,11424,11630,11826,12020,11642,12203,12247,12445,12441,12281,12713,12871,12845,12849,12971,12986,13074,13389,13535,13651,13370,13826,13596,13754,13594,13921,14224,14295,14115,14135,14254,14367,14457,14530,14304,14595,14443,14809,14551,14728,15114,14703,15008,15319,15021,15023,15347,15213,15291,15236,15457,15429,15223,15799,15059,15488,15105,14492,15548,14658,15120,15557,15743
7512,6196,5230,5004,5231,5101,5237,5442,5403,5481,5480,5637,5595,5605,5765,5711,5776,5974,6166,6142,6147,6225,6223,6546,6500,6732,6825,6985,7133,7296,7418,7624,7905,7897,8375,8282,8754,8797,8795,9092,9358,9492,9840,9891,9988,10386,10143,10461,10791,11004,11053,11068,11354,11361,11297,11657,12058,11991,12059,12092,12477,12547,12696,12763,12762,12707,12851,13290,13452,13619,13605,13512,13563,13692,13762,13923,13738,14040,14223,14159,13981,14571,14166,14287,14965,14495,14832,14721,14671,15080,14757,15034,15345,15374,15347,15734,15310,15503,15561,15449,15853,15163,15222,15846,15860,15727,16194,16031,16543,16343,15965,16048,16309,16140,15798,16599,16274,16520,16700,16212
6748,6047,4885,4634,4607,4569,4591,4661,4921,4772,4820,5095,5100,5186,5093,5281,5364,5292,5373,5468,5603,5859,5780,5884,5986,6023,6201,6449,6519,6655,6686,7067,7126,7336,7452,7573,7760,8138,8333,8462,8611,8689,8910,9063,9299,9477,9568,9907,9733,10055,10125,10419,10380,10646,10635,11007,11020,11274,11276,11382,11609,11716,11707,11834,11976,12061,12142,12162,12209,12227,12597,12750,12784,12923,13100,13069,13193,13196,13292,13417,13626,13266,13702,13668,14332,13726,13950,13947,14109,14304,14191,14141,14339,14445,14700,14395,14751,14660,14621,14671,14824,14984,15022,15040,15162,14950,15081,15347,15334,15316,15396,14671,15456,15110,15170,15485,14833,15882,15903,15782
8067,7090,6094,5622,5635,5629,5613,5652,5888,5853,5916,5899,5978,6011,6091,6112,6307,6338,6554,6407,6694,6629,6740,6806,6902,6913,7152,7347,7405,7474,7655,7979,8150,8008,8263,8450,8785,9224,9257,9244,9653,9873,9981,10313,10488,10361,10542,10969,10804,11085,11338,11639,11672,11656,11712,12073,12426,12250,12546,12711,12957,12982,13003,13211,13133,13182,13574,13593,13626,13895,13905,14325,14309,14669,14551,14378,14723,14695,14895,14740,15054,15067,14998,15289,15669,15330,15421,15168,15607,15961,15668,15975,15935,16152,16190,16097,16289,16058,16116,16303,16339,16300,16498,16606,16699,16510,16913,16949,16991,17015,16871,17122,17161,16964,16852,17107,17155,17274,17789,17228
6887,6315,5113,4848,4770,4737,4876,4877,5026,4960,5066,5075,5208,5255,5303,5288,5610,5568,5674,5693,5647,5913,6015,6080,6337,6127,6345,6561,6577,6762,6769,7110,7193,7442,7514,7962,7988,8306,8317,8357,8664,9044,9210,9325,9351,9522,9882,9855,10095,10458,10610,10533,10856,10975,11016,11418,11521,11840,11829,11730,12053,12046,12247,12367,12407,12506,12632,12834,12716,12938,13209,13466,13352,13483,13743,13697,13761,13577,14001,14040,14269,14171,14378,14655,14639,14652,14675,14862,15011,14946,14984,14831,14798,15247,15144,15192,15684,15937,15316,15857,16175,15758,15988,15907,15977,15974,15913,16210,16151,16121,16372,15846,16371,16237,15939,16305,16081,16801,16696,16946
6779,6184,5173,4673,4721,4627,4710,4911,4971,4984,5215,5188,5117,5331,5491,5208,5468,5737,5736,5753,5563,5760,5717,5738,5514,5695,5874,6017,6012,6332,6315,6359,6315,6420,6735,6967,6963,6891,7128,7008,7464,7677,7683,7920,7710,7946,7798,8127,8724,8591,8678,8766,8285,8769,8885,9392,9750,8898,9771,10031,10551,10352,10385,10614,10107,10497,9998,11002,11618,12071,11894,11826,11654,11862,12292,12534,11120,12617,11623,11757,11885,12609,11090,12428,11987,12920,12903,11593,11774,12476,12582,13586,13832,12707,13362,13837,12201,12722,13839,12675,13704,12052,11694,13388,13352,13568,13661,13814,13494,14600,13578,14974,13794,14879,14476,14408,14843,14306,13584,13482
6822,6128,5030,4643,4613,4552,4483,4666,4789,4794,4971,4853,4976,5037,5075,5158,5218,5244,5448,5292,5297,5536,5410,5665,5562,5714,5689,5620,5739,5960,6044,5965,6224,6435,6495,6600,6597,6710,6773,6901,7135,7302,7284,7595,7672,7752,7935,8050,8162,8400,8371,8779,8560,8519,8668,8983,9314,9309,9284,9612,9711,9966,9934,10106,9768,9808,10327,10441,10750,10862,10871,10821,10946,11292,11321,11550,11025,11707,11209,11679,11465,11704,11831,11877,12355,11913,12270,11981,12258,12622,12150,12696,12966,12623,12590,12875,12531,12188,13026,12836,13469,12933,12887,12706,12900,12869,13519,13217,13542,13679,13277,13804,13146,13951,13633,13728,14156,13834,14189,13122
6386,5817,4848,4537,4472,4710,4851,5081,5005,5161,5546,5383,5176,5350,5480,5199,5519,5614,5601,5594,5478,5721,5596,5954,5743,5650,6053,6164,6244,6470,6670,6504,6908,6978,7288,7381,7274,7607,7421,7503,7819,8033,7766,8547,8364,8539,8264,8673,9299,9125,9607,8677,8618,9763,9128,9472,9752,9366,10234,10971,11154,10336,10973,11191,10607,10943,10332,11750,12140,12197,12288,11724,12388,11659,12778,12843,11115,13196,12149,11470,12489,12642,11378,13280,11602,13302,12494,11450,11582,11962,12142,14121,13260,12238,14280,14112,11887,13577,12668,12323,14598,12244,11958,13878,14027,13858,12865,14236,12487,14682,13975,14903,14097,15048,13893,14688,15360,12805,12253,13652
7843,7395,6165,5101,4982,4933,5083,5171,5286,5438,5378,5268,5445,5403,5449,5763,5890,5784,5844,5930,5729,5944,6003,6063,6012,6243,6195,6574,6493,6610,6750,6904,7054,7069,7138,7310,7429,7528,7568,7607,7669,8194,8355,8362,8397,8473,8688,8815,8849,9088,8943,9420,9210,9278,9446,9754,9806,9765,9808,10198,10253,10096,9933,10259,9959,10159,10471,10500,10819,10845,10781,10979,11147,10732,11098,11244,10894,11282,11053,11132,11431,11477,11378,11501,11888,11604,11620,11589,12052,12143,11777,11997,11912,11825,12141,11756,12065,11651,11749,11980,12021,11941,11645,11805,11908,11919,12095,12169,12415,12426,12323,12678,12304,12715,12463,12571,12771,12926,13269,12806
4516,4613,4642,4584,4624,4703,4578,4609,4737,4514,4600,4666,4643,4781,4805,4693,4793,4689,4724,4730,4807,4807,4809,4665,4659,4862,4654,4768,4720,4875,4745,4785,4763,4744,4792,4602,4875,4779,4751,4898,4786,4880,4788,4791,4848,4825,4773,4861,4924,4915,4699,4719,4901,4841,4854,4730,4832,4849,4842,4918,4720,4772,4725,4848,4758,4891,4826,4769,4813,4798,4830,4811,4821,4794,4890,4796,4918,4798,4849,4857,4851,4935,4829,4823,4761,4754,4778,4878,4818,4976,4775,4922,4708,4778,4720,4751,4800,4775,4794,4660,4768,4825,4958,4871,4778,4782,4762,4858,4879,4801,4790,4666,4773,4733,5016,4774,4726,4920,4811,4651
4233,4264,4116,4101,4269,4057,4176,4178,4115,4233,4154,4081,4214,4154,4127,4214,4136,4185,4116,4222,4133,4203,4231,4177,4143,4230,4223,4159,4226,4256,4296,4247,4212,4261,4377,4310,4310,4347,4319,4352,4293,4369,4279,4362,4346,4394,4355,4430,4347,4373,4376,4369,4338,4362,4482,4337,4418,4422,4355,4432,4528,4400,4418,4351,4395,4470,4530,4413,4555,4452,4360,4437,4492,4557,4460,4560,4396,4510,4401,4521,4503,4474,4433,4524,4477,4467,4519,4600,4528,4559,4587,4522,4485,4521,4455,4580,4358,4502,4553,4578,4533,4572,4604,4449,4423,4476,4623,4613,4434,4493,4559,4515,4611,4714,4581,4542,4532,4573,4424,4581
5763,5634,5468,5289,5464,5395,5517,5600,5746,6041,6012,6106,6504,6257,6551,6515,6644,6938,6911,7031,6991,7026,7297,7014,7469,7356,7260,7395,7262,7451,7645,7409,7648,7366,7597,7682,9602,8209,6991,6473,6174,6744,6888,6883,6908,6995,7229,7450,7588,7576,7725,7930,7940,8038,7923,8125,8172,8179,8383,8520,8491,8465,8753,8747,8956,8827,8984,9094,9131,9306,9391,9458,9493,9574,9588,9715,9814,9986,9828,9890,9960,10346,10093,10140,10141,9875,9835,9708,9871,9912,9927,10150,10363,10427,10576,10777,10781,10898,10799,10863,10959,10931,11133,11096,10952,10934,11144,11060,10823,10748,10715,10778,10431,10329,9961,9851,9611,9296,9431,9041
6614,6522,5759,4793,4349,4330,4454,4596,4584,4618,4806,4846,4951,4890,5000,5031,5077,5257,5289,5331,5436,5551,5494,5595,5604,5754,5851,5987,6063,6066,6270,6305,6477,6639,6738,6974,6941,6923,7199,7293,7546,7523,7609,7893,7876,8069,7982,8348,8386,8492,8379,8688,8686,8843,9018,9231,9097,9137,9210,9340,9540,9510,9795,9912,9775,9934,9808,9947,10103,10137,10491,10165,10360,10411,10476,10649,10695,10578,10646,10588,10738,10944,10790,10707,10876,10779,10783,10947,10928,10895,10884,11151,11048,11166,10942,11295,10916,10884,10838,10512,10744,10757,10468,10589,10521,10489,10831,10778,10867,10431,10972,10976,10776,10906,11099,11164,11310,11106,11057,11324
8070,7712,6237,5457,5258,5143,5222,5377,5382,5710,5545,5646,5572,5671,5918,5822,6060,6063,6155,6298,6368,6451,6641,6588,6646,6799,6794,6910,6962,7276,7273,7361,7425,7598,7718,7813,8072,8077,8465,8428,8414,8562,8676,8838,8852,9258,9065,9476,9393,9804,9711,9681,10030,9749,9999,10429,10293,10394,10586,10640,10754,10963,10749,10761,11200,11268,11066,11469,11189,11288,11410,11516,11668,11150,11625,11595,11691,11861,11815,11837,11884,12087,12059,11905,12098,12126,12067,12183,12279,12358,12100,12230,12410,12330,12352,12414,12050,12166,12503,12043,12183,12113,12323,12156,12316,12217,12565,12395,12767,12922,13036,12965,12908,12825,12992,13031,13133,13346,13432,13201
7660,7280,5837,4969,4701,4873,4879,5089,5152,5275,5120,5266,5239,5291,5394,5505,5473,5503,5588,5636,5790,5873,5981,5951,6104,6185,6294,6151,6362,6519,6658,6672,6834,7021,7197,7161,7464,7385,7577,7702,7835,7947,8172,8065,8241,8579,8571,8532,8919,8956,8957,9190,9212,9386,9490,9479,9683,9679,9593,9987,10034,9961,9950,10130,10237,10282,10400,10371,10532,10618,10712,10765,10922,10913,10917,10987,11064,10912,11139,11152,11103,11284,11091,11193,11447,11115,11466,11331,11341,11561,11316,11401,11568,11645,11324,11416,11377,11403,11304,11301,11477,11401,11278,11414,11447,11361,11693,11530,11991,11949,11805,12116,11888,12189,12181,12377,12428,12502,12443,12229
7711,6993,5758,4957,4968,5041,4941,4958,5202,5054,5056,5271,5483,5429,5553,5681,5687,5650,5868,5993,5986,6087,6254,6217,6348,6394,6570,6810,6713,6979,7002,7196,7417,7499,7535,7871,7853,8055,8224,8349,8478,8678,8740,9018,8867,9101,9108,9442,9451,9494,9635,9906,9811,10051,10059,10370,10222,10560,10447,10618,10873,10839,10976,10905,10997,11170,11159,11245,11175,11565,11523,11479,11690,11771,11703,11706,11692,11773,11816,12099,11877,12069,11890,12019,11968,12149,12038,12215,12182,12152,11911,12009,12298,12080,12069,11916,11996,12003,12057,11688,12200,12060,11929,12085,12422,12153,12393,12652,12792,12636,12579,12801,12673,12972,12857,13020,13120,13119,12841,12897
7444,5775,5035,4942,5211,5246,5200,5301,5499,5435,5505,5281,5740,5861,5606,5930,5797,5961,6058,6233,6114,6287,6312,6423,6447,6779,6807,7067,7067,7388,7441,7420,7681,7841,7876,8188,8237,8242,8553,8493,8980,9025,9109,9082,9392,9503,9562,9601,9757,9821,9955,10248,10294,10324,10524,10505,10742,10721,10846,11042,11008,11028,11032,11324,11229,11253,11369,11519,11610,11831,11716,11875,11870,11916,11842,12138,11893,12113,12011,12271,12102,12229,12138,12210,12201,12245,12331,12237,12198,12284,11959,12231,12208,12169,12281,12372,11973,12274,12358,12311,12721,12598,12463,12481,12527,12717,13068,12918,13151,13119,13177,13284,12759,13290,13203,13341,13054,13415,13056,13140
7641,6017,5223,5333,5343,5340,5540,5655,5632,5684,5657,5708,5992,5870,6087,6154,6186,6195,6473,6432,6529,6745,6698,6888,6864,7105,7120,7404,7534,7546,7734,7901,8067,8270,8420,8532,8726,8748,8820,9105,9339,9420,9574,9761,9599,9819,9962,10072,10314,10408,10541,10697,10725,10747,10886,11199,11346,11226,11137,11308,11476,11667,11610,11663,11723,11660,11708,11866,11945,12194,12036,12198,12211,12581,12553,12555,12380,12664,12748,12499,12315,12583,12375,12660,12829,12777,12996,12719,12644,12691,12550,12662,12831,12691,12766,13066,12728,13136,12984,13031,13274,13322,13283,13470,13323,13405,14018,13717,13919,13682,13559,13955,13738,13641,13839,13718,13891,13634,13633,13486
8020,6134,5386,5376,5352,5627,5626,5679,5675,5933,5857,6031,5980,6011,6068,6205,6129,6388,6369,6663,6537,6749,6611,6964,6864,7098,7128,7337,7480,7710,7616,7898,8022,8121,8437,8540,8678,8925,8899,9196,9176,9643,9527,9627,9866,9893,9939,9992,10293,10641,10442,10678,10685,10758,10958,10815,11227,11167,11067,11280,11642,11578,11514,11567,11754,11835,11879,11946,12010,12123,12198,12120,12247,12360,12421,12392,12382,12695,12497,12527,12632,12780,12569,12770,13074,12888,12850,12647,12544,12566,12573,12543,12755,12676,12671,12864,12443,12568,12878,12880,13204,13040,12907,13227,13327,13174,13623,13347,13802,13663,13619,13485,13354,13681,13795,13633,13359,13506,13245,12859
